timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-19T10:07:05,fedavg,06dbcc7d-64f5-4290-bd1d-6a07ceb25b2d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.951160845999766,4.052209519319457e-05,1.3529390530653387e-06,17.3293292784,8.506975859513506,10.0,0.00014225965211868755,7.076977883799934e-05,8.038144027499989e-05,0.0002934108712316868,0.0,Belgium,BEL,wallonia,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.4,12,12th Gen Intel(R) Core(TM) i5-12400,1,1 x NVIDIA GeForce RTX 3060,3.9524,50.458,7.6437530517578125,machine,3.5714285714285716,17.357142857142858,62.71071428571429,4.793171610151019,N,1.0,0.0
