timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-19T09:50:03,fedavg,2eac5779-68db-4a4a-95af-31c4a34cf74e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.8199313529999,4.0008592656003104e-05,1.3416728624352858e-06,16.05615356064,9.585757098973012,10.0,0.00013044418214586722,7.923811894599946e-05,8.001042017499963e-05,0.0002896927212668663,0.0,Belgium,BEL,wallonia,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.4,12,12th Gen Intel(R) Core(TM) i5-12400,1,1 x NVIDIA GeForce RTX 3060,3.9524,50.458,7.6437530517578125,machine,0.0,21.107142857142858,62.65,4.788996696472168,N,1.0,0.0
